r,K,H,t_year,A,P2025
0.12499999999999999,1099.1204198591236,0.1875,45,5.29,12.337689217960477
0.12499999999999999,1099.1204198591236,0.20833333333333331,45,5.29,4.864731038031499
0.12499999999999999,1099.1204198591236,0.22916666666666666,45,5.29,1.9101997693094508
0.12499999999999999,1099.1204198591236,0.25,45,5.29,0.7488367601610505
0.12499999999999999,1099.1204198591236,0.2708333333333333,45,5.29,0.293370291436586
0.12499999999999999,1099.1204198591236,0.29166666666666663,45,5.29,0.11490411596669187
0.12499999999999999,1099.1204198591236,0.3125,45,5.29,0.04499996045950871
0.12499999999999999,1099.1204198591236,0.3333333333333333,45,5.29,0.01762267667513671
0.12499999999999999,1099.1204198591236,0.35416666666666663,45,5.29,0.006901206661959717
0.12499999999999999,1099.1204198591236,0.375,45,5.29,0.0027025616835060777
0.12499999999999999,1099.1204198591236,0.3958333333333333,45,5.29,0.0010583399449200905
0.12499999999999999,1099.1204198591236,0.41666666666666663,45,5.29,4.1445212016236925e-4
0.12499999999999999,1099.1204198591236,0.4375,45,5.29,1.6230181947753848e-4
0.12499999999999999,1099.1204198591236,0.4583333333333333,45,5.29,6.355831143728014e-5
0.12499999999999999,1099.1204198591236,0.47916666666666663,45,5.29,2.488979325657135e-5
0.12499999999999999,1099.1204198591236,0.5,45,5.29,9.746983220381781e-6
0.12499999999999999,1159.3028059609198,0,45,5.29,1137.5988766701332
0.12499999999999999,1159.3028059609198,0.020833333333333332,45,5.29,1105.4463278845317
0.12499999999999999,1159.3028059609198,0.041666666666666664,45,5.29,1031.0331331782536
0.12499999999999999,1159.3028059609198,0.0625,45,5.29,879.7998890582959
0.12499999999999999,1159.3028059609198,0.08333333333333333,45,5.29,640.0575460807687
0.12499999999999999,1159.3028059609198,0.10416666666666666,45,5.29,377.42712565882806
0.12499999999999999,1159.3028059609198,0.125,45,5.29,184.30887217184724
0.12499999999999999,1159.3028059609198,0.14583333333333331,45,5.29,79.90514155098766
0.12499999999999999,1159.3028059609198,0.16666666666666666,45,5.29,32.66089469715712
0.12499999999999999,1159.3028059609198,0.1875,45,5.29,13.013239924419407
0.12499999999999999,1159.3028059609198,0.20833333333333331,45,5.29,5.13109959630988
0.12499999999999999,1159.3028059609198,0.22916666666666666,45,5.29,2.0147928402514665
0.12499999999999999,1159.3028059609198,0.25,45,5.29,0.7898393493341339
0.12499999999999999,1159.3028059609198,0.2708333333333333,45,5.29,0.30943379442590907
0.12499999999999999,1159.3028059609198,0.29166666666666663,45,5.29,0.12119569580348478
0.12499999999999999,1159.3028059609198,0.3125,45,5.29,0.047463935239712346
0.12499999999999999,1159.3028059609198,0.3333333333333333,45,5.29,0.018587607098270995
0.12499999999999999,1159.3028059609198,0.35416666666666663,45,5.29,0.007279082531058375
0.12499999999999999,1159.3028059609198,0.375,45,5.29,0.0028505405653118858
0.12499999999999999,1159.3028059609198,0.3958333333333333,45,5.29,0.0011162893943537553
0.12499999999999999,1159.3028059609198,0.41666666666666663,45,5.29,4.3714546391765744e-4
0.12499999999999999,1159.3028059609198,0.4375,45,5.29,1.7118866261895988e-4
0.12499999999999999,1159.3028059609198,0.4583333333333333,45,5.29,6.703844952750585e-5
0.12499999999999999,1159.3028059609198,0.47916666666666663,45,5.29,2.6252634962262574e-5
0.12499999999999999,1159.3028059609198,0.5,45,5.29,1.0280679707953118e-5
0.12499999999999999,1219.4851920627164,0,45,5.29,1196.6545560601128
0.12499999999999999,1219.4851920627164,0.020833333333333332,45,5.29,1162.8328858894665
0.12499999999999999,1219.4851920627164,0.041666666666666664,45,5.29,1084.5567111301302
0.12499999999999999,1219.4851920627164,0.0625,45,5.29,925.4725608946555
0.12499999999999999,1219.4851920627164,0.08333333333333333,45,5.29,673.2845771614644
0.12499999999999999,1219.4851920627164,0.10416666666666666,45,5.29,397.02033710013336
0.12499999999999999,1219.4851920627164,0.125,45,5.29,193.87681908787212
0.12499999999999999,1219.4851920627164,0.14583333333333331,45,5.29,84.0532226697548
0.12499999999999999,1219.4851920627164,0.16666666666666666,45,5.29,34.356405624058716
0.12499999999999999,1219.4851920627164,0.1875,45,5.29,13.688790630878339
0.12499999999999999,1219.4851920627164,0.20833333333333331,45,5.29,5.397468154588263
0.12499999999999999,1219.4851920627164,0.22916666666666666,45,5.29,2.1193859111934827
0.12499999999999999,1219.4851920627164,0.25,45,5.29,0.8308419385072174
0.12499999999999999,1219.4851920627164,0.2708333333333333,45,5.29,0.32549729741523226
0.12499999999999999,1219.4851920627164,0.29166666666666663,45,5.29,0.12748727564027773
0.12499999999999999,1219.4851920627164,0.3125,45,5.29,0.049927910019916
0.12499999999999999,1219.4851920627164,0.3333333333333333,45,5.29,0.019552537521405282
0.12499999999999999,1219.4851920627164,0.35416666666666663,45,5.29,0.007656958400157034
0.12499999999999999,1219.4851920627164,0.375,45,5.29,0.0029985194471176943
0.12499999999999999,1219.4851920627164,0.3958333333333333,45,5.29,0.0011742388437874203
0.12499999999999999,1219.4851920627164,0.41666666666666663,45,5.29,4.5983880767294573e-4
0.12499999999999999,1219.4851920627164,0.4375,45,5.29,1.800755057603813e-4
0.12499999999999999,1219.4851920627164,0.4583333333333333,45,5.29,7.051858761773156e-5
0.12499999999999999,1219.4851920627164,0.47916666666666663,45,5.29,2.7615476667953802e-5
0.12499999999999999,1219.4851920627164,0.5,45,5.29,1.0814376195524454e-5
0.12499999999999999,1279.6675781645126,0,45,5.29,1255.7102354500923
0.12499999999999999,1279.6675781645126,0.020833333333333332,45,5.29,1220.2194438944011
0.12499999999999999,1279.6675781645126,0.041666666666666664,45,5.29,1138.0802890820069
0.12499999999999999,1279.6675781645126,0.0625,45,5.29,971.1452327310152
0.12499999999999999,1279.6675781645126,0.08333333333333333,45,5.29,706.51160824216
0.12499999999999999,1279.6675781645126,0.10416666666666666,45,5.29,416.6135485414386
0.12499999999999999,1279.6675781645126,0.125,45,5.29,203.44476600389697
0.12499999999999999,1279.6675781645126,0.14583333333333331,45,5.29,88.20130378852191
0.12499999999999999,1279.6675781645126,0.16666666666666666,45,5.29,36.051916550960314
0.12499999999999999,1279.6675781645126,0.1875,45,5.29,14.364341337337269
0.12499999999999999,1279.6675781645126,0.20833333333333331,45,5.29,5.663836712866644
0.12499999999999999,1279.6675781645126,0.22916666666666666,45,5.29,2.223978982135499
0.12499999999999999,1279.6675781645126,0.25,45,5.29,0.8718445276803009
0.12499999999999999,1279.6675781645126,0.2708333333333333,45,5.29,0.3415608004045554
0.12499999999999999,1279.6675781645126,0.29166666666666663,45,5.29,0.13377885547707064
0.12499999999999999,1279.6675781645126,0.3125,45,5.29,0.052391884800119644
0.12499999999999999,1279.6675781645126,0.3333333333333333,45,5.29,0.02051746794453957
0.12499999999999999,1279.6675781645126,0.35416666666666663,45,5.29,0.008034834269255694
0.12499999999999999,1279.6675781645126,0.375,45,5.29,0.0031464983289235023
0.12499999999999999,1279.6675781645126,0.3958333333333333,45,5.29,0.0012321882932210852
0.12499999999999999,1279.6675781645126,0.41666666666666663,45,5.29,4.825321514282339e-4
0.12499999999999999,1279.6675781645126,0.4375,45,5.29,1.889623489018027e-4
0.12499999999999999,1279.6675781645126,0.4583333333333333,45,5.29,7.399872570795727e-5
0.12499999999999999,1279.6675781645126,0.47916666666666663,45,5.29,2.8978318373645026e-5
0.12499999999999999,1279.6675781645126,0.5,45,5.29,1.1348072683095791e-5
0.12499999999999999,1339.8499642663091,0,45,5.29,1314.7659148400721
0.12499999999999999,1339.8499642663091,0.020833333333333332,45,5.29,1277.606001899336
0.12499999999999999,1339.8499642663091,0.041666666666666664,45,5.29,1191.6038670338835
0.12499999999999999,1339.8499642663091,0.0625,45,5.29,1016.8179045673749
0.12499999999999999,1339.8499642663091,0.08333333333333333,45,5.29,739.7386393228558
0.12499999999999999,1339.8499642663091,0.10416666666666666,45,5.29,436.20675998274396
0.12499999999999999,1339.8499642663091,0.125,45,5.29,213.01271291992185
0.12499999999999999,1339.8499642663091,0.14583333333333331,45,5.29,92.34938490728904
0.12499999999999999,1339.8499642663091,0.16666666666666666,45,5.29,37.74742747786192
0.12499999999999999,1339.8499642663091,0.1875,45,5.29,15.039892043796202
0.12499999999999999,1339.8499642663091,0.20833333333333331,45,5.29,5.930205271145026
0.12499999999999999,1339.8499642663091,0.22916666666666666,45,5.29,2.328572053077515
0.12499999999999999,1339.8499642663091,0.25,45,5.29,0.9128471168533844
0.12499999999999999,1339.8499642663091,0.2708333333333333,45,5.29,0.3576243033938786
0.12499999999999999,1339.8499642663091,0.29166666666666663,45,5.29,0.14007043531386357
0.12499999999999999,1339.8499642663091,0.3125,45,5.29,0.05485585958032329
0.12499999999999999,1339.8499642663091,0.3333333333333333,45,5.29,0.021482398367673856
0.12499999999999999,1339.8499642663091,0.35416666666666663,45,5.29,0.008412710138354353
0.12499999999999999,1339.8499642663091,0.375,45,5.29,0.003294477210729311
0.12499999999999999,1339.8499642663091,0.3958333333333333,45,5.29,0.0012901377426547502
0.12499999999999999,1339.8499642663091,0.41666666666666663,45,5.29,5.052254951835222e-4
0.12499999999999999,1339.8499642663091,0.4375,45,5.29,1.9784919204322415e-4
0.12499999999999999,1339.8499642663091,0.4583333333333333,45,5.29,7.7478863798183e-5
0.12499999999999999,1339.8499642663091,0.47916666666666663,45,5.29,3.0341160079336258e-5
0.12499999999999999,1339.8499642663091,0.5,45,5.29,1.188176917066713e-5
0.12499999999999999,1400.0323503681054,0,45,5.29,1373.8215942300515
0.12499999999999999,1400.0323503681054,0.020833333333333332,45,5.29,1334.9925599042706
0.12499999999999999,1400.0323503681054,0.041666666666666664,45,5.29,1245.12744498576
0.12499999999999999,1400.0323503681054,0.0625,45,5.29,1062.4905764037344
0.12499999999999999,1400.0323503681054,0.08333333333333333,45,5.29,772.9656704035514
0.12499999999999999,1400.0323503681054,0.10416666666666666,45,5.29,455.7999714240492
0.12499999999999999,1400.0323503681054,0.125,45,5.29,222.58065983594668
0.12499999999999999,1400.0323503681054,0.14583333333333331,45,5.29,96.49746602605614
0.12499999999999999,1400.0323503681054,0.16666666666666666,45,5.29,39.44293840476351
0.12499999999999999,1400.0323503681054,0.1875,45,5.29,15.715442750255132
0.12499999999999999,1400.0323503681054,0.20833333333333331,45,5.29,6.196573829423407
0.12499999999999999,1400.0323503681054,0.22916666666666666,45,5.29,2.433165124019531
0.12499999999999999,1400.0323503681054,0.25,45,5.29,0.9538497060264677
0.12499999999999999,1400.0323503681054,0.2708333333333333,45,5.29,0.3736878063832017
0.12499999999999999,1400.0323503681054,0.29166666666666663,45,5.29,0.1463620151506565
0.12499999999999999,1400.0323503681054,0.3125,45,5.29,0.057319834360526935
0.12499999999999999,1400.0323503681054,0.3333333333333333,45,5.29,0.02244732879080814
0.12499999999999999,1400.0323503681054,0.35416666666666663,45,5.29,0.00879058600745301
0.12499999999999999,1400.0323503681054,0.375,45,5.29,0.003442456092535119
0.12499999999999999,1400.0323503681054,0.3958333333333333,45,5.29,0.001348087192088415
0.12499999999999999,1400.0323503681054,0.41666666666666663,45,5.29,5.279188389388104e-4
0.12499999999999999,1400.0323503681054,0.4375,45,5.29,2.0673603518464554e-4
0.12499999999999999,1400.0323503681054,0.4583333333333333,45,5.29,8.095900188840871e-5
0.12499999999999999,1400.0323503681054,0.47916666666666663,45,5.29,3.170400178502748e-5
0.12499999999999999,1400.0323503681054,0.5,45,5.29,1.2415465658238464e-5
0.12499999999999999,1460.214736469902,0,45,5.29,1432.8772736200312
0.12499999999999999,1460.214736469902,0.020833333333333332,45,5.29,1392.3791179092052
0.12499999999999999,1460.214736469902,0.041666666666666664,45,5.29,1298.6510229376365
0.12499999999999999,1460.214736469902,0.0625,45,5.29,1108.1632482400942
0.12499999999999999,1460.214736469902,0.08333333333333333,45,5.29,806.1927014842471
0.12499999999999999,1460.214736469902,0.10416666666666666,45,5.29,475.3931828653545
0.12499999999999999,1460.214736469902,0.125,45,5.29,232.14860675197156
0.12499999999999999,1460.214736469902,0.14583333333333331,45,5.29,100.64554714482328
0.12499999999999999,1460.214736469902,0.16666666666666666,45,5.29,41.138449331665115
0.12499999999999999,1460.214736469902,0.1875,45,5.29,16.390993456714064
0.12499999999999999,1460.214736469902,0.20833333333333331,45,5.29,6.46294238770179
0.12499999999999999,1460.214736469902,0.22916666666666666,45,5.29,2.537758194961547
0.12499999999999999,1460.214736469902,0.25,45,5.29,0.9948522951995513
0.12499999999999999,1460.214736469902,0.2708333333333333,45,5.29,0.3897513093725249
0.12499999999999999,1460.214736469902,0.29166666666666663,45,5.29,0.15265359498744943
0.12499999999999999,1460.214736469902,0.3125,45,5.29,0.05978380914073059
0.12499999999999999,1460.214736469902,0.3333333333333333,45,5.29,0.02341225921394243
0.12499999999999999,1460.214736469902,0.35416666666666663,45,5.29,0.00916846187655167
0.12499999999999999,1460.214736469902,0.375,45,5.29,0.003590434974340928
0.12499999999999999,1460.214736469902,0.3958333333333333,45,5.29,0.0014060366415220799
0.12499999999999999,1460.214736469902,0.41666666666666663,45,5.29,5.506121826940987e-4
0.12499999999999999,1460.214736469902,0.4375,45,5.29,2.1562287832606696e-4
0.12499999999999999,1460.214736469902,0.4583333333333333,45,5.29,8.443913997863442e-5
0.12499999999999999,1460.214736469902,0.47916666666666663,45,5.29,3.306684349071871e-5
0.12499999999999999,1460.214736469902,0.5,45,5.29,1.2949162145809802e-5
0.12499999999999999,1520.3971225716982,0,45,5.29,1491.9329530100108
0.12499999999999999,1520.3971225716982,0.020833333333333332,45,5.29,1449.7656759141398
0.12499999999999999,1520.3971225716982,0.041666666666666664,45,5.29,1352.174600889513
0.12499999999999999,1520.3971225716982,0.0625,45,5.29,1153.8359200764537
0.12499999999999999,1520.3971225716982,0.08333333333333333,45,5.29,839.4197325649427
0.12499999999999999,1520.3971225716982,0.10416666666666666,45,5.29,494.98639430665975
0.12499999999999999,1520.3971225716982,0.125,45,5.29,241.7165536679964
0.12499999999999999,1520.3971225716982,0.14583333333333331,45,5.29,104.79362826359039
0.12499999999999999,1520.3971225716982,0.16666666666666666,45,5.29,42.83396025856671
0.12499999999999999,1520.3971225716982,0.1875,45,5.29,17.066544163172992
0.12499999999999999,1520.3971225716982,0.20833333333333331,45,5.29,6.729310945980171
0.12499999999999999,1520.3971225716982,0.22916666666666666,45,5.29,2.642351265903563
0.12499999999999999,1520.3971225716982,0.25,45,5.29,1.0358548843726347
0.12499999999999999,1520.3971225716982,0.2708333333333333,45,5.29,0.405814812361848
0.12499999999999999,1520.3971225716982,0.29166666666666663,45,5.29,0.15894517482424236
0.12499999999999999,1520.3971225716982,0.3125,45,5.29,0.062247783920934226
0.12499999999999999,1520.3971225716982,0.3333333333333333,45,5.29,0.024377189637076715
0.12499999999999999,1520.3971225716982,0.35416666666666663,45,5.29,0.009546337745650328
0.12499999999999999,1520.3971225716982,0.375,45,5.29,0.003738413856146736
0.12499999999999999,1520.3971225716982,0.3958333333333333,45,5.29,0.0014639860909557447
0.12499999999999999,1520.3971225716982,0.41666666666666663,45,5.29,5.733055264493869e-4
0.12499999999999999,1520.3971225716982,0.4375,45,5.29,2.2450972146748836e-4
0.12499999999999999,1520.3971225716982,0.4583333333333333,45,5.29,8.791927806886013e-5
0.12499999999999999,1520.3971225716982,0.47916666666666663,45,5.29,3.442968519640993e-5
0.12499999999999999,1520.3971225716982,0.5,45,5.29,1.3482858633381137e-5
0.15,76.0198561285849,0,45,5.29,75.55189125046246
0.15,76.0198561285849,0.020833333333333332,45,5.29,74.83618612363692
0.15,76.0198561285849,0.041666666666666664,45,5.29,73.06863947002583
0.15,76.0198561285849,0.0625,45,5.29,68.91233565598067
0.15,76.0198561285849,0.08333333333333333,45,5.29,60.17211110795672
0.15,76.0198561285849,0.10416666666666666,45,5.29,45.45152359862178
0.15,76.0198561285849,0.125,45,5.29,27.975098605702197
0.15,76.0198561285849,0.14583333333333331,45,5.29,14.115486443403576
0.15,76.0198561285849,0.16666666666666666,45,5.29,6.231682252536751
0.15,76.0198561285849,0.1875,45,5.29,2.568457932597832
0.15,76.0198561285849,0.20833333333333331,45,5.29,1.0269317991889322
0.15,76.0198561285849,0.22916666666666666,45,5.29,0.4054848027846411
0.15,76.0198561285849,0.25,45,5.29,0.15930710331019612
0.15,76.0198561285849,0.2708333333333333,45,5.29,0.06246519805452981
0.15,76.0198561285849,0.29166666666666663,45,5.29,0.02447395793109793
0.15,76.0198561285849,0.3125,45,5.29,0.009586017221987467
0.15,76.0198561285849,0.3333333333333333,45,5.29,0.00375422629767261
0.15,76.0198561285849,0.35416666666666663,45,5.29,0.0014702203154053832
0.15,76.0198561285849,0.375,45,5.29,5.757533224637085e-4
0.15,76.0198561285849,0.3958333333333333,45,5.29,2.2546927957433553e-4
0.15,76.0198561285849,0.41666666666666663,45,5.29,8.829519784858996e-5
0.15,76.0198561285849,0.4375,45,5.29,3.4576920719316126e-5
0.15,76.0198561285849,0.4583333333333333,45,5.29,1.3540520453808323e-5
0.15,76.0198561285849,0.47916666666666663,45,5.29,5.302544572459796e-6
0.15,76.0198561285849,0.5,45,5.29,2.0765063784000282e-6
0.15,136.2022422303813,0,45,5.29,135.3638051570786
0.15,136.2022422303813,0.020833333333333332,45,5.29,134.08150013818283
0.15,136.2022422303813,0.041666666666666664,45,5.29,130.91464571712962
0.15,136.2022422303813,0.0625,45,5.29,123.46793471696536
0.15,136.2022422303813,0.08333333333333333,45,5.29,107.80836573508913
0.15,136.2022422303813,0.10416666666666666,45,5.29,81.43397978086404
0.15,136.2022422303813,0.125,45,5.29,50.12205166854977
0.15,136.2022422303813,0.14583333333333331,45,5.29,25.290246544431408
0.15,136.2022422303813,0.16666666666666666,45,5.29,11.165097369128347
0.15,136.2022422303813,0.1875,45,5.29,4.601820462571116
0.15,136.2022422303813,0.20833333333333331,45,5.29,1.839919473546837
0.15,136.2022422303813,0.22916666666666666,45,5.29,0.7264936049891487
0.15,136.2022422303813,0.25,45,5.29,0.2854252267641014
0.15,136.2022422303813,0.2708333333333333,45,5.29,0.1119168131810326
0.15,136.2022422303813,0.29166666666666663,45,5.29,0.04384917462655046
0.15,136.2022422303813,0.3125,45,5.29,0.017174947522727545
0.15,136.2022422303813,0.3333333333333333,45,5.29,0.006726322116663426
0.15,136.2022422303813,0.35416666666666663,45,5.29,0.0026341447317679784
0.15,136.2022422303813,0.375,45,5.29,0.0010315580360808112
0.15,136.2022422303813,0.3958333333333333,45,5.29,4.0396579257068454e-4
0.15,136.2022422303813,0.41666666666666663,45,5.29,1.5819556281205702e-4
0.15,136.2022422303813,0.4375,45,5.29,6.195031628877474e-5
0.15,136.2022422303813,0.4583333333333333,45,5.29,2.4260099146406584e-5
0.15,136.2022422303813,0.47916666666666663,45,5.29,9.500392358990469e-6
0.15,136.2022422303813,0.5,45,5.29,3.7204072613000512e-6
0.15,196.38462833217767,0,45,5.29,195.1757190636947
0.15,196.38462833217767,0.020833333333333332,45,5.29,193.32681415272873
0.15,196.38462833217767,0.041666666666666664,45,5.29,188.76065196423338
0.15,196.38462833217767,0.0625,45,5.29,178.02353377795004
0.15,196.38462833217767,0.08333333333333333,45,5.29,155.4446203622215
0.15,196.38462833217767,0.10416666666666666,45,5.29,117.41643596310627
0.15,196.38462833217767,0.125,45,5.29,72.26900473139735
0.15,196.38462833217767,0.14583333333333331,45,5.29,36.46500664545923
0.15,196.38462833217767,0.16666666666666666,45,5.29,16.09851248571994
0.15,196.38462833217767,0.1875,45,5.29,6.635182992544399
0.15,196.38462833217767,0.20833333333333331,45,5.29,2.6529071479047417
0.15,196.38462833217767,0.22916666666666666,45,5.29,1.0475024071936563
0.15,196.38462833217767,0.25,45,5.29,0.4115433502180067
0.15,196.38462833217767,0.2708333333333333,45,5.29,0.16136842830753534
0.15,196.38462833217767,0.29166666666666663,45,5.29,0.06322439132200298
0.15,196.38462833217767,0.3125,45,5.29,0.02476387782346762
0.15,196.38462833217767,0.3333333333333333,45,5.29,0.009698417935654242
0.15,196.38462833217767,0.35416666666666663,45,5.29,0.0037980691481305727
0.15,196.38462833217767,0.375,45,5.29,0.0014873627496979137
0.15,196.38462833217767,0.3958333333333333,45,5.29,5.824623055670334e-4
0.15,196.38462833217767,0.41666666666666663,45,5.29,2.2809592777552407e-4
0.15,196.38462833217767,0.4375,45,5.29,8.932371185823333e-5
0.15,196.38462833217767,0.4583333333333333,45,5.29,3.4979677839004834e-5
0.15,196.38462833217767,0.47916666666666663,45,5.29,1.369824014552114e-5
0.15,196.38462833217767,0.5,45,5.29,5.364308144200073e-6
0.15,256.56701443397407,0,45,5.29,254.98763297031084
0.15,256.56701443397407,0.020833333333333332,45,5.29,252.57212816727463
0.15,256.56701443397407,0.041666666666666664,45,5.29,246.60665821133716
0.15,256.56701443397407,0.0625,45,5.29,232.57913283893475
0.15,256.56701443397407,0.08333333333333333,45,5.29,203.08087498935393
0.15,256.56701443397407,0.10416666666666666,45,5.29,153.39889214534853
0.15,256.56701443397407,0.125,45,5.29,94.41595779424492
0.15,256.56701443397407,0.14583333333333331,45,5.29,47.63976674648707
0.15,256.56701443397407,0.16666666666666666,45,5.29,21.031927602311534
0.15,256.56701443397407,0.1875,45,5.29,8.668545522517682
0.15,256.56701443397407,0.20833333333333331,45,5.29,3.4658948222626464
0.15,256.56701443397407,0.22916666666666666,45,5.29,1.368511209398164
0.15,256.56701443397407,0.25,45,5.29,0.537661473671912
0.15,256.56701443397407,0.2708333333333333,45,5.29,0.21082004343403812
0.15,256.56701443397407,0.29166666666666663,45,5.29,0.08259960801745551
0.15,256.56701443397407,0.3125,45,5.29,0.0323528081242077
0.15,256.56701443397407,0.3333333333333333,45,5.29,0.012670513754645058
0.15,256.56701443397407,0.35416666666666663,45,5.29,0.004961993564493168
0.15,256.56701443397407,0.375,45,5.29,0.0019431674633150165
0.15,256.56701443397407,0.3958333333333333,45,5.29,7.609588185633824e-4
0.15,256.56701443397407,0.41666666666666663,45,5.29,2.979962927389911e-4
0.15,256.56701443397407,0.4375,45,5.29,1.1669710742769194e-4
0.15,256.56701443397407,0.4583333333333333,45,5.29,4.569925653160309e-5
0.15,256.56701443397407,0.47916666666666663,45,5.29,1.789608793205181e-5
0.15,256.56701443397407,0.5,45,5.29,7.0082090271000955e-6
0.15,316.74940053577046,0,45,5.29,314.79954687692697
0.15,316.74940053577046,0.020833333333333332,45,5.29,311.8174421818206
0.15,316.74940053577046,0.041666666666666664,45,5.29,304.45266445844095
0.15,316.74940053577046,0.0625,45,5.29,287.1347318999195
0.15,316.74940053577046,0.08333333333333333,45,5.29,250.71712961648632
0.15,316.74940053577046,0.10416666666666666,45,5.29,189.38134832759079
0.15,316.74940053577046,0.125,45,5.29,116.5629108570925
0.15,316.74940053577046,0.14583333333333331,45,5.29,58.8145268475149
0.15,316.74940053577046,0.16666666666666666,45,5.29,25.96534271890313
0.15,316.74940053577046,0.1875,45,5.29,10.701908052490966
0.15,316.74940053577046,0.20833333333333331,45,5.29,4.278882496620551
0.15,316.74940053577046,0.22916666666666666,45,5.29,1.6895200116026714
0.15,316.74940053577046,0.25,45,5.29,0.6637795971258172
0.15,316.74940053577046,0.2708333333333333,45,5.29,0.2602716585605409
0.15,316.74940053577046,0.29166666666666663,45,5.29,0.10197482471290804
0.15,316.74940053577046,0.3125,45,5.29,0.03994173842494778
0.15,316.74940053577046,0.3333333333333333,45,5.29,0.015642609573635873
0.15,316.74940053577046,0.35416666666666663,45,5.29,0.006125917980855764
0.15,316.74940053577046,0.375,45,5.29,0.002398972176932119
0.15,316.74940053577046,0.3958333333333333,45,5.29,9.394553315597314e-4
0.15,316.74940053577046,0.41666666666666663,45,5.29,3.678966577024582e-4
0.15,316.74940053577046,0.4375,45,5.29,1.4407050299715054e-4
0.15,316.74940053577046,0.4583333333333333,45,5.29,5.641883522420135e-5
0.15,316.74940053577046,0.47916666666666663,45,5.29,2.2093935718582482e-5
0.15,316.74940053577046,0.5,45,5.29,8.652109910000119e-6
0.15,376.9317866375668,0,45,5.29,374.611460783543
0.15,376.9317866375668,0.020833333333333332,45,5.29,371.0627561963664
0.15,376.9317866375668,0.041666666666666664,45,5.29,362.2986707055447
0.15,376.9317866375668,0.0625,45,5.29,341.6903309609041
0.15,376.9317866375668,0.08333333333333333,45,5.29,298.3533842436187
0.15,376.9317866375668,0.10416666666666666,45,5.29,225.363804509833
0.15,376.9317866375668,0.125,45,5.29,138.70986391994006
0.15,376.9317866375668,0.14583333333333331,45,5.29,69.98928694854273
0.15,376.9317866375668,0.16666666666666666,45,5.29,30.89875783549472
0.15,376.9317866375668,0.1875,45,5.29,12.73527058246425
0.15,376.9317866375668,0.20833333333333331,45,5.29,5.0918701709784555
0.15,376.9317866375668,0.22916666666666666,45,5.29,2.010528813807179
0.15,376.9317866375668,0.25,45,5.29,0.7898977205797225
0.15,376.9317866375668,0.2708333333333333,45,5.29,0.3097232736870436
0.15,376.9317866375668,0.29166666666666663,45,5.29,0.12135004140836056
0.15,376.9317866375668,0.3125,45,5.29,0.047530668725687855
0.15,376.9317866375668,0.3333333333333333,45,5.29,0.01861470539262669
0.15,376.9317866375668,0.35416666666666663,45,5.29,0.0072898423972183575
0.15,376.9317866375668,0.375,45,5.29,0.0028547768905492214
0.15,376.9317866375668,0.3958333333333333,45,5.29,0.0011179518445560803
0.15,376.9317866375668,0.41666666666666663,45,5.29,4.377970226659252e-4
0.15,376.9317866375668,0.4375,45,5.29,1.7144389856660913e-4
0.15,376.9317866375668,0.4583333333333333,45,5.29,6.71384139167996e-5
0.15,376.9317866375668,0.47916666666666663,45,5.29,2.629178350511315e-5
0.15,376.9317866375668,0.5,45,5.29,1.029601079290014e-5
0.15,437.1141727393632,0,45,5.29,434.42337469015916
0.15,437.1141727393632,0.020833333333333332,45,5.29,430.3080702109123
0.15,437.1141727393632,0.041666666666666664,45,5.29,420.14467695264847
0.15,437.1141727393632,0.0625,45,5.29,396.2459300218888
0.15,437.1141727393632,0.08333333333333333,45,5.29,345.9896388707511
0.15,437.1141727393632,0.10416666666666666,45,5.29,261.34626069207525
0.15,437.1141727393632,0.125,45,5.29,160.85681698278765
0.15,437.1141727393632,0.14583333333333331,45,5.29,81.16404704957056
0.15,437.1141727393632,0.16666666666666666,45,5.29,35.83217295208632
0.15,437.1141727393632,0.1875,45,5.29,14.768633112437533
0.15,437.1141727393632,0.20833333333333331,45,5.29,5.90485784533636
0.15,437.1141727393632,0.22916666666666666,45,5.29,2.3315376160116865
0.15,437.1141727393632,0.25,45,5.29,0.9160158440336278
0.15,437.1141727393632,0.2708333333333333,45,5.29,0.3591748888135464
0.15,437.1141727393632,0.29166666666666663,45,5.29,0.1407252581038131
0.15,437.1141727393632,0.3125,45,5.29,0.055119599026427935
0.15,437.1141727393632,0.3333333333333333,45,5.29,0.021586801211617504
0.15,437.1141727393632,0.35416666666666663,45,5.29,0.008453766813580952
0.15,437.1141727393632,0.375,45,5.29,0.003310581604166324
0.15,437.1141727393632,0.3958333333333333,45,5.29,0.0012964483575524292
0.15,437.1141727393632,0.41666666666666663,45,5.29,5.076973876293922e-4
0.15,437.1141727393632,0.4375,45,5.29,1.9881729413606775e-4
0.15,437.1141727393632,0.4583333333333333,45,5.29,7.785799260939786e-5
0.15,437.1141727393632,0.47916666666666663,45,5.29,3.0489631291643823e-5
0.15,437.1141727393632,0.5,45,5.29,1.1939911675800162e-5
0.15,497.2965588411596,0,45,5.29,494.2352885967753
0.15,497.2965588411596,0.020833333333333332,45,5.29,489.5533842254582
0.15,497.2965588411596,0.041666666666666664,45,5.29,477.99068319975225
0.15,497.2965588411596,0.0625,45,5.29,450.8015290828735
0.15,497.2965588411596,0.08333333333333333,45,5.29,393.6258934978835
0.15,497.2965588411596,0.10416666666666666,45,5.29,297.3287168743175
0.15,497.2965588411596,0.125,45,5.29,183.0037700456352
